,Usia,Gender,Gaji,Jumlah-Anak
5042,42,P,1-3jt,4
5043,59,P,1-3jt,5
5044,41,L,1-3jt,3
5045,30,L,1-3jt,4
5046,51,L,1-3jt,2
5047,17,P,3-5jt,5
5048,30,L,3-5jt,4
5049,52,P,1-3jt,2
5050,29,P,1-3jt,3
5051,49,P,5-10jt,4
5052,36,L,3-5jt,3
5053,26,L,3-5jt,0
5054,41,P,3-5jt,1
5055,32,P,1-3jt,1
5056,58,P,5-10jt,6
5057,41,P,5-10jt,0
5058,26,P,5-10jt,6
5059,31,P,5-10jt,4
5060,17,L,5-10jt,0
5061,58,P,1-3jt,0
5062,34,L,5-10jt,2
5063,20,L,1-3jt,0
5064,47,L,1-3jt,6
5065,32,L,5-10jt,5
5066,21,L,1-3jt,5
5067,21,L,1-3jt,6
5068,39,L,3-5jt,4
5069,56,P,3-5jt,5
5070,43,L,3-5jt,0
5071,53,L,5-10jt,3
5072,36,L,1-3jt,5
5073,21,L,1-3jt,1
5074,50,L,5-10jt,3
5075,35,L,1-3jt,3
5076,42,L,1-3jt,3
5077,38,L,3-5jt,5
5078,50,P,3-5jt,3
5079,52,P,5-10jt,1
5080,57,P,3-5jt,6
5081,31,P,1-3jt,5
5082,22,L,5-10jt,0
5083,27,L,5-10jt,5
5084,51,P,1-3jt,6
5085,43,L,5-10jt,4
5086,55,P,3-5jt,0
5087,58,L,3-5jt,3
5088,58,P,5-10jt,4
5089,42,P,1-3jt,5
5090,33,P,5-10jt,1
5091,28,L,5-10jt,2
5092,45,L,5-10jt,4
5093,40,P,5-10jt,2
5094,48,L,3-5jt,4
5095,32,P,5-10jt,4
5096,59,L,3-5jt,6
5097,30,L,5-10jt,3
5098,51,P,1-3jt,0
5099,51,L,1-3jt,6
5100,54,L,1-3jt,1
5101,17,L,1-3jt,3
5102,51,L,3-5jt,3
5103,55,L,5-10jt,5
5104,45,L,5-10jt,1
5105,26,L,5-10jt,2
5106,44,L,1-3jt,2
5107,57,P,1-3jt,5
5108,57,L,3-5jt,2
5109,35,P,5-10jt,5
5110,60,L,5-10jt,3
5111,44,P,5-10jt,5
5112,24,L,1-3jt,2
5113,39,P,5-10jt,0
5114,32,P,5-10jt,6
5115,23,P,3-5jt,4
5116,59,L,1-3jt,6
5117,17,L,3-5jt,4
5118,36,L,5-10jt,6
5119,18,L,3-5jt,3
5120,59,L,5-10jt,2
5121,38,L,3-5jt,0
5122,29,L,1-3jt,5
5123,34,P,3-5jt,6
5124,59,P,1-3jt,3
5125,21,P,1-3jt,3
5126,47,L,3-5jt,2
5127,53,L,5-10jt,6
5128,26,L,3-5jt,5
5129,20,P,5-10jt,2
5130,60,P,5-10jt,5
5131,18,L,1-3jt,1
5132,44,L,3-5jt,5
5133,30,P,3-5jt,6
5134,56,L,1-3jt,5
5135,21,L,5-10jt,0
5136,36,L,5-10jt,5
5137,19,P,5-10jt,1
5138,54,P,1-3jt,0
5139,51,P,1-3jt,0
5140,37,P,3-5jt,6
5141,32,P,5-10jt,5
5142,31,L,3-5jt,6
5143,30,L,1-3jt,5
5144,36,P,3-5jt,6
5145,31,L,5-10jt,5
5146,23,P,3-5jt,1
5147,59,P,5-10jt,3
5148,42,P,3-5jt,2
5149,23,P,5-10jt,5
5150,55,L,5-10jt,4
5151,50,L,3-5jt,3
5152,43,P,1-3jt,2
5153,23,L,1-3jt,0
5154,50,L,3-5jt,4
5155,24,L,5-10jt,1
5156,39,L,3-5jt,3
5157,28,P,5-10jt,5
5158,60,P,5-10jt,5
5159,43,L,5-10jt,5
5160,52,L,3-5jt,1
5161,56,L,5-10jt,2
5162,21,P,5-10jt,3
5163,41,L,3-5jt,2
5164,45,P,1-3jt,0
5165,19,L,5-10jt,3
5166,60,P,1-3jt,6
5167,47,P,3-5jt,6
5168,31,P,3-5jt,6
5169,47,P,1-3jt,5
5170,56,P,1-3jt,6
5171,17,L,5-10jt,6
5172,23,L,5-10jt,3
5173,58,P,1-3jt,3
5174,50,P,1-3jt,2
5175,58,L,1-3jt,1
5176,40,P,3-5jt,5
5177,33,P,3-5jt,4
5178,23,P,1-3jt,1
5179,30,L,3-5jt,5
5180,24,L,3-5jt,0
5181,42,P,1-3jt,2
5182,43,L,5-10jt,6
5183,50,L,5-10jt,0
5184,32,P,1-3jt,2
5185,23,L,5-10jt,0
5186,28,P,5-10jt,4
5187,47,P,5-10jt,2
5188,45,P,5-10jt,1
5189,50,P,5-10jt,1
5190,27,P,3-5jt,1
5191,48,L,5-10jt,1
5192,23,P,1-3jt,6
5193,40,P,5-10jt,4
5194,39,P,5-10jt,0
5195,52,P,5-10jt,3
5196,56,P,5-10jt,4
5197,58,L,1-3jt,1
5198,55,L,5-10jt,1
5199,23,P,3-5jt,0
5200,35,L,1-3jt,6
5201,24,L,1-3jt,0
5202,39,L,5-10jt,5
5203,32,P,5-10jt,3
5204,59,L,5-10jt,1
5205,49,L,1-3jt,1
5206,45,L,3-5jt,3
5207,35,L,3-5jt,3
5208,40,L,3-5jt,6
5209,19,P,5-10jt,6
5210,26,L,3-5jt,3
5211,34,P,5-10jt,6
5212,48,L,1-3jt,6
5213,20,L,3-5jt,1
5214,44,P,5-10jt,4
5215,53,P,3-5jt,6
5216,50,P,5-10jt,0
5217,39,L,5-10jt,4
5218,37,L,1-3jt,2
5219,30,P,1-3jt,2
5220,37,L,5-10jt,0
5221,28,P,3-5jt,0
5222,48,L,1-3jt,0
5223,20,P,5-10jt,2
5224,18,P,1-3jt,5
5225,55,L,3-5jt,2
5226,18,L,3-5jt,6
5227,29,L,1-3jt,4
5228,40,P,5-10jt,5
5229,24,P,5-10jt,0
5230,26,L,1-3jt,2
5231,30,P,3-5jt,2
5232,48,P,1-3jt,2
5233,29,P,1-3jt,2
5234,30,P,1-3jt,1
5235,48,P,3-5jt,2
5236,21,P,1-3jt,6
5237,59,P,3-5jt,4
5238,50,P,1-3jt,0
5239,24,P,1-3jt,6
5240,38,L,1-3jt,3
5241,55,L,5-10jt,3
5242,45,L,5-10jt,4
5243,23,P,5-10jt,6
5244,26,L,5-10jt,6
5245,23,P,1-3jt,5
5246,17,L,3-5jt,5
5247,59,P,1-3jt,5
5248,57,P,1-3jt,5
5249,37,P,5-10jt,0
5250,30,L,1-3jt,5
5251,22,P,3-5jt,1
5252,50,P,1-3jt,0
5253,54,L,5-10jt,5
5254,48,P,3-5jt,2
5255,42,L,3-5jt,5
5256,51,P,3-5jt,4
5257,53,L,5-10jt,4
5258,57,P,5-10jt,2
5259,18,L,1-3jt,6
5260,42,L,5-10jt,0
5261,36,L,5-10jt,2
5262,24,L,1-3jt,5
5263,48,L,1-3jt,6
5264,20,P,3-5jt,2
5265,17,L,1-3jt,0
5266,30,L,5-10jt,6
5267,49,P,3-5jt,3
5268,52,L,1-3jt,3
5269,43,P,5-10jt,1
5270,33,P,3-5jt,6
5271,22,P,1-3jt,5
5272,37,P,3-5jt,3
5273,56,L,1-3jt,4
5274,60,P,1-3jt,1
5275,44,P,1-3jt,1
5276,55,L,1-3jt,0
5277,50,P,1-3jt,4
5278,55,L,3-5jt,0
5279,30,P,3-5jt,6
5280,58,P,5-10jt,2
5281,45,L,5-10jt,3
5282,33,L,5-10jt,5
5283,20,L,1-3jt,1
5284,43,L,1-3jt,1
5285,33,P,1-3jt,6
5286,51,L,5-10jt,1
5287,42,L,5-10jt,6
5288,57,P,5-10jt,5
5289,54,L,3-5jt,5
5290,25,L,3-5jt,2
5291,23,P,1-3jt,6
5292,39,P,1-3jt,5
5293,58,P,1-3jt,0
5294,54,L,1-3jt,6
5295,19,L,1-3jt,2
5296,37,P,5-10jt,5
5297,40,P,5-10jt,3
5298,37,L,1-3jt,1
5299,37,L,1-3jt,6
5300,36,P,5-10jt,3
5301,35,P,3-5jt,3
5302,26,P,1-3jt,6
5303,46,L,1-3jt,1
5304,51,L,3-5jt,4
5305,26,P,3-5jt,6
5306,38,P,5-10jt,5
5307,28,P,5-10jt,4
5308,47,P,3-5jt,2
5309,55,P,3-5jt,1
5310,37,L,1-3jt,4
5311,38,P,3-5jt,0
5312,42,L,5-10jt,1
5313,24,L,3-5jt,0
5314,52,L,5-10jt,0
5315,55,P,5-10jt,0
5316,33,P,1-3jt,0
5317,23,P,1-3jt,4
5318,29,P,1-3jt,3
5319,44,L,5-10jt,1
5320,44,L,5-10jt,4
5321,29,L,1-3jt,5
5322,60,P,3-5jt,1
5323,19,P,1-3jt,4
5324,19,L,3-5jt,1
5325,18,P,1-3jt,0
5326,59,P,3-5jt,2
5327,35,L,5-10jt,3
5328,21,P,3-5jt,0
5329,53,L,3-5jt,4
5330,51,P,3-5jt,2
5331,57,P,1-3jt,0
5332,40,P,5-10jt,2
5333,32,L,5-10jt,2
5334,38,L,5-10jt,4
5335,42,L,1-3jt,1
5336,21,P,5-10jt,6
5337,23,L,3-5jt,2
5338,51,P,5-10jt,2
5339,56,L,1-3jt,4
5340,47,L,1-3jt,5
5341,37,L,1-3jt,0
5342,29,P,1-3jt,5
5343,30,P,1-3jt,0
5344,51,P,5-10jt,5
5345,23,P,3-5jt,2
5346,46,L,1-3jt,6
5347,51,L,1-3jt,5
5348,41,P,1-3jt,6
5349,36,L,3-5jt,0
5350,56,L,1-3jt,5
5351,49,L,1-3jt,5
5352,43,P,1-3jt,5
5353,26,P,1-3jt,3
5354,22,L,3-5jt,5
5355,35,P,3-5jt,6
5356,50,L,1-3jt,6
5357,17,P,3-5jt,3
5358,28,L,1-3jt,0
5359,58,P,5-10jt,4
5360,59,P,1-3jt,0
5361,18,L,1-3jt,5
5362,38,L,1-3jt,6
5363,50,P,1-3jt,3
5364,54,P,3-5jt,6
5365,32,P,1-3jt,5
5366,38,P,3-5jt,1
5367,23,L,5-10jt,5
5368,17,L,5-10jt,6
5369,58,L,1-3jt,1
5370,36,P,3-5jt,5
5371,57,P,1-3jt,3
5372,60,L,3-5jt,2
5373,21,L,5-10jt,6
5374,22,L,1-3jt,0
5375,57,P,1-3jt,4
5376,42,P,5-10jt,3
5377,17,P,1-3jt,1
5378,25,P,5-10jt,2
5379,17,L,5-10jt,6
5380,17,L,3-5jt,1
5381,59,P,5-10jt,1
5382,23,L,5-10jt,0
5383,17,P,3-5jt,0
5384,34,L,5-10jt,5
5385,58,P,3-5jt,0
5386,46,L,1-3jt,6
5387,29,P,5-10jt,0
5388,59,P,1-3jt,1
5389,27,P,3-5jt,0
5390,18,P,1-3jt,2
5391,30,P,3-5jt,3
5392,60,L,5-10jt,4
5393,53,L,5-10jt,0
5394,60,L,1-3jt,4
5395,30,L,5-10jt,1
5396,35,L,5-10jt,2
5397,24,P,5-10jt,5
5398,44,P,5-10jt,6
5399,46,L,5-10jt,1
5400,29,L,1-3jt,4
5401,47,L,1-3jt,1
5402,37,P,1-3jt,6
5403,35,P,3-5jt,4
5404,32,P,1-3jt,0
5405,41,L,5-10jt,1
5406,55,P,1-3jt,4
5407,53,P,1-3jt,6
5408,52,P,3-5jt,5
5409,33,L,5-10jt,6
5410,41,L,3-5jt,5
5411,27,P,5-10jt,1
5412,53,P,3-5jt,6
5413,41,P,3-5jt,5
5414,20,L,5-10jt,2
5415,48,L,5-10jt,5
5416,55,L,5-10jt,5
5417,56,L,1-3jt,6
5418,47,P,1-3jt,0
5419,24,L,5-10jt,1
5420,27,P,5-10jt,4
5421,27,L,1-3jt,6
5422,48,L,3-5jt,4
5423,46,L,1-3jt,0
5424,31,P,5-10jt,3
5425,46,P,1-3jt,2
5426,53,P,3-5jt,3
5427,30,L,5-10jt,0
5428,45,P,5-10jt,1
5429,20,L,3-5jt,3
5430,39,P,3-5jt,4
5431,46,P,5-10jt,3
5432,25,P,3-5jt,0
5433,57,L,3-5jt,2
5434,52,L,1-3jt,4
5435,23,P,5-10jt,4
5436,56,L,5-10jt,4
5437,22,P,1-3jt,6
5438,30,L,5-10jt,3
5439,19,P,3-5jt,5
5440,17,P,1-3jt,4
5441,34,P,3-5jt,4
5442,43,P,3-5jt,0
5443,44,P,1-3jt,4
5444,39,P,5-10jt,0
5445,20,P,1-3jt,2
5446,39,L,3-5jt,4
5447,22,P,1-3jt,1
5448,45,L,1-3jt,3
5449,49,P,3-5jt,5
5450,37,L,5-10jt,2
5451,23,L,3-5jt,5
5452,58,L,1-3jt,1
5453,34,P,1-3jt,2
5454,35,P,1-3jt,5
5455,58,P,5-10jt,0
5456,43,P,5-10jt,2
5457,40,P,3-5jt,4
5458,41,P,3-5jt,5
5459,17,P,1-3jt,4
5460,39,L,1-3jt,3
5461,20,L,3-5jt,0
5462,43,L,1-3jt,3
5463,19,L,3-5jt,0
5464,60,L,3-5jt,2
5465,58,L,3-5jt,3
5466,42,L,1-3jt,0
5467,57,L,1-3jt,1
5468,51,P,1-3jt,2
5469,30,P,3-5jt,3
5470,17,P,5-10jt,5
5471,39,P,1-3jt,2
5472,60,L,3-5jt,5
5473,54,L,3-5jt,4
5474,18,L,3-5jt,6
5475,60,L,5-10jt,0
5476,44,P,1-3jt,5
5477,43,L,3-5jt,6
5478,36,L,5-10jt,2
5479,35,L,1-3jt,6
5480,44,P,3-5jt,5
5481,50,L,5-10jt,0
5482,27,P,3-5jt,6
5483,59,L,5-10jt,6
5484,39,P,3-5jt,0
5485,17,P,3-5jt,6
5486,40,L,1-3jt,2
5487,18,P,1-3jt,5
5488,39,L,1-3jt,0
5489,31,P,5-10jt,5
5490,49,P,3-5jt,3
5491,43,P,1-3jt,3
5492,40,L,1-3jt,1
5493,42,P,1-3jt,6
5494,59,P,3-5jt,5
5495,55,L,5-10jt,1
5496,56,L,1-3jt,2
5497,42,P,3-5jt,5
5498,44,P,5-10jt,4
5499,23,P,5-10jt,2
5500,42,L,1-3jt,0
5501,23,P,3-5jt,5
5502,50,L,1-3jt,0
5503,22,P,5-10jt,3
5504,38,L,5-10jt,3
5505,32,L,1-3jt,2
5506,43,P,5-10jt,5
5507,29,P,3-5jt,5
5508,56,L,5-10jt,3
5509,28,P,3-5jt,0
5510,39,L,1-3jt,1
5511,32,P,3-5jt,2
5512,17,L,1-3jt,0
5513,49,L,1-3jt,3
5514,32,L,1-3jt,0
5515,50,L,5-10jt,3
5516,42,P,3-5jt,3
5517,34,P,3-5jt,4
5518,43,L,5-10jt,2
5519,26,P,5-10jt,4
5520,56,P,5-10jt,3
5521,46,L,3-5jt,6
5522,21,P,3-5jt,3
5523,21,L,5-10jt,2
5524,20,L,3-5jt,4
5525,30,L,1-3jt,5
5526,23,L,5-10jt,5
5527,17,L,5-10jt,3
5528,21,L,5-10jt,4
5529,54,L,1-3jt,3
5530,36,P,5-10jt,6
5531,30,L,3-5jt,2
5532,38,P,1-3jt,3
5533,25,P,3-5jt,5
5534,47,L,3-5jt,4
5535,30,P,5-10jt,5
5536,19,P,5-10jt,0
5537,46,L,1-3jt,3
5538,57,P,3-5jt,5
5539,26,L,5-10jt,6
5540,59,L,1-3jt,2
5541,50,P,1-3jt,1
5542,50,P,3-5jt,6
5543,34,L,3-5jt,1
5544,52,L,5-10jt,5
5545,22,P,3-5jt,5
5546,20,P,1-3jt,5
5547,59,P,3-5jt,6
5548,53,L,1-3jt,2
5549,49,P,1-3jt,0
5550,38,P,1-3jt,5
5551,36,L,5-10jt,4
5552,36,P,3-5jt,6
5553,29,L,3-5jt,3
5554,32,P,1-3jt,4
5555,19,P,1-3jt,2
5556,48,P,5-10jt,6
5557,56,L,1-3jt,5
5558,41,P,5-10jt,4
5559,36,L,3-5jt,6
5560,55,P,1-3jt,6
5561,26,L,3-5jt,3
5562,29,L,5-10jt,4
5563,29,P,5-10jt,2
5564,35,P,5-10jt,0
5565,39,P,3-5jt,4
5566,20,L,3-5jt,1
5567,48,P,1-3jt,2
5568,51,L,3-5jt,4
5569,36,L,5-10jt,2
5570,31,L,1-3jt,0
5571,52,L,5-10jt,4
5572,53,L,1-3jt,1
5573,58,L,1-3jt,0
5574,32,L,5-10jt,1
5575,34,P,5-10jt,1
5576,39,P,5-10jt,3
5577,51,P,5-10jt,5
5578,25,P,1-3jt,0
5579,25,P,5-10jt,1
5580,27,P,1-3jt,3
5581,49,L,5-10jt,2
5582,42,P,5-10jt,3
5583,27,L,1-3jt,1
5584,17,P,3-5jt,6
5585,21,P,5-10jt,3
5586,38,P,5-10jt,5
5587,27,P,1-3jt,3
5588,34,P,5-10jt,3
5589,19,L,1-3jt,0
5590,31,P,1-3jt,4
5591,56,L,1-3jt,1
5592,57,P,1-3jt,5
5593,21,L,5-10jt,5
5594,32,L,1-3jt,2
5595,36,L,3-5jt,1
5596,60,P,3-5jt,0
5597,25,L,5-10jt,1
5598,51,L,1-3jt,2
5599,58,P,5-10jt,5
5600,37,P,3-5jt,6
5601,42,P,1-3jt,4
5602,45,P,1-3jt,5
5603,37,L,3-5jt,0
5604,59,L,3-5jt,4
5605,33,L,3-5jt,0
5606,59,P,5-10jt,4
5607,45,L,1-3jt,3
5608,54,P,5-10jt,2
5609,41,P,1-3jt,4
5610,38,P,5-10jt,5
5611,58,L,5-10jt,6
5612,23,L,5-10jt,0
5613,36,P,5-10jt,4
5614,21,P,3-5jt,1
5615,33,P,3-5jt,4
5616,44,L,1-3jt,5
5617,24,L,3-5jt,2
5618,47,P,3-5jt,3
5619,58,P,5-10jt,0
5620,28,P,3-5jt,5
5621,49,L,3-5jt,4
5622,51,L,3-5jt,4
5623,50,P,5-10jt,1
5624,20,L,3-5jt,2
5625,35,L,3-5jt,5
5626,43,P,5-10jt,5
5627,51,L,3-5jt,3
5628,49,L,1-3jt,5
5629,25,L,3-5jt,6
5630,36,L,1-3jt,0
5631,24,L,1-3jt,0
5632,32,P,1-3jt,5
5633,52,L,5-10jt,6
5634,53,L,5-10jt,1
5635,59,P,3-5jt,3
5636,38,L,5-10jt,4
5637,44,P,1-3jt,0
5638,57,P,5-10jt,1
5639,53,L,5-10jt,0
5640,20,P,3-5jt,5
5641,19,L,3-5jt,1
5642,43,P,5-10jt,0
5643,27,L,1-3jt,3
5644,60,L,3-5jt,3
5645,18,P,5-10jt,0
5646,42,L,5-10jt,6
5647,54,L,5-10jt,0
5648,30,L,3-5jt,1
5649,36,L,5-10jt,2
5650,30,L,1-3jt,1
5651,18,L,3-5jt,5
5652,22,L,5-10jt,1
5653,53,L,5-10jt,0
5654,45,L,1-3jt,1
5655,51,L,3-5jt,6
5656,37,P,1-3jt,1
5657,52,P,5-10jt,1
5658,32,L,1-3jt,2
5659,45,P,3-5jt,3
5660,29,L,3-5jt,2
5661,33,P,1-3jt,4
5662,22,L,1-3jt,0
5663,51,P,1-3jt,3
5664,40,L,3-5jt,4
5665,58,L,3-5jt,4
5666,19,L,5-10jt,3
5667,30,L,3-5jt,2
5668,39,P,3-5jt,6
5669,30,L,5-10jt,4
5670,28,P,1-3jt,3
5671,27,P,1-3jt,3
5672,42,L,5-10jt,1
5673,59,L,5-10jt,5
5674,37,L,5-10jt,0
5675,21,P,1-3jt,2
5676,46,L,5-10jt,0
5677,47,P,5-10jt,2
5678,31,L,3-5jt,5
5679,33,L,3-5jt,6
5680,38,L,1-3jt,0
5681,48,L,3-5jt,6
5682,20,L,5-10jt,3
5683,25,L,5-10jt,2
5684,36,L,5-10jt,3
5685,49,P,1-3jt,6
5686,17,L,5-10jt,4
5687,39,P,5-10jt,0
5688,58,P,3-5jt,5
5689,18,P,5-10jt,3
5690,50,L,3-5jt,5
5691,57,L,3-5jt,4
5692,46,P,1-3jt,6
5693,55,P,5-10jt,1
5694,44,L,1-3jt,4
5695,55,P,3-5jt,6
5696,28,L,5-10jt,0
5697,32,P,1-3jt,5
5698,50,P,3-5jt,0
5699,26,L,3-5jt,5
5700,49,L,3-5jt,2
5701,58,P,5-10jt,6
5702,58,L,1-3jt,1
5703,35,L,5-10jt,1
5704,36,L,3-5jt,5
5705,51,L,1-3jt,1
5706,43,L,3-5jt,5
5707,34,L,5-10jt,5
5708,60,L,1-3jt,1
5709,33,P,5-10jt,4
5710,40,L,3-5jt,2
5711,56,P,1-3jt,3
5712,39,P,1-3jt,3
5713,32,L,3-5jt,2
5714,27,P,1-3jt,2
5715,37,L,5-10jt,1
5716,54,L,5-10jt,2
5717,44,P,1-3jt,6
5718,32,L,3-5jt,5
5719,53,P,1-3jt,2
5720,26,L,3-5jt,0
5721,51,L,5-10jt,1
5722,23,P,3-5jt,5
5723,41,P,1-3jt,3
5724,40,L,5-10jt,3
5725,42,P,3-5jt,4
5726,59,L,5-10jt,1
5727,22,P,3-5jt,5
5728,48,L,1-3jt,6
5729,29,P,5-10jt,4
5730,54,P,1-3jt,2
5731,55,P,3-5jt,6
5732,27,L,5-10jt,0
5733,44,L,5-10jt,3
5734,17,P,1-3jt,6
5735,43,P,1-3jt,3
5736,30,L,1-3jt,0
5737,41,L,3-5jt,6
5738,30,P,1-3jt,6
5739,33,L,1-3jt,5
5740,37,L,3-5jt,5
5741,20,P,1-3jt,0
5742,25,P,3-5jt,6
5743,59,P,3-5jt,2
5744,39,P,3-5jt,5
5745,17,L,3-5jt,2
5746,43,L,1-3jt,6
5747,55,P,1-3jt,2
5748,34,P,3-5jt,4
5749,36,L,3-5jt,4
5750,55,P,3-5jt,6
5751,60,P,5-10jt,2
5752,17,P,5-10jt,6
5753,18,L,3-5jt,1
5754,54,L,1-3jt,3
5755,46,L,3-5jt,3
5756,28,P,3-5jt,4
5757,42,P,5-10jt,3
5758,29,L,1-3jt,0
5759,25,P,1-3jt,0
5760,42,P,3-5jt,0
5761,39,L,3-5jt,1
5762,30,L,1-3jt,0
5763,43,P,1-3jt,1
5764,35,P,1-3jt,6
5765,54,L,5-10jt,3
5766,59,P,3-5jt,4
5767,49,P,3-5jt,4
5768,42,L,1-3jt,6
5769,30,L,3-5jt,4
5770,38,L,5-10jt,1
5771,25,L,5-10jt,2
5772,45,L,5-10jt,0
5773,51,P,1-3jt,0
5774,24,P,5-10jt,0
5775,18,L,1-3jt,4
5776,19,L,3-5jt,3
5777,42,P,3-5jt,5
5778,58,P,3-5jt,2
5779,35,L,5-10jt,3
5780,23,P,1-3jt,1
5781,47,L,1-3jt,6
5782,27,L,5-10jt,3
5783,36,P,3-5jt,1
5784,49,L,3-5jt,3
5785,29,L,3-5jt,2
5786,41,P,5-10jt,0
5787,28,P,3-5jt,3
5788,55,P,5-10jt,5
5789,53,L,3-5jt,3
5790,24,L,3-5jt,6
5791,48,L,1-3jt,5
5792,52,L,3-5jt,3
5793,25,P,5-10jt,4
5794,22,P,5-10jt,3
5795,37,L,1-3jt,3
5796,40,P,3-5jt,5
5797,20,L,5-10jt,5
5798,58,L,5-10jt,5
5799,18,L,5-10jt,6
5800,29,L,5-10jt,2
5801,44,P,5-10jt,0
5802,21,P,5-10jt,4
5803,24,L,3-5jt,3
5804,17,P,5-10jt,0
5805,30,P,3-5jt,4
5806,31,P,1-3jt,0
5807,50,P,5-10jt,3
5808,43,L,3-5jt,1
5809,57,L,1-3jt,4
5810,54,L,5-10jt,1
5811,21,P,5-10jt,4
5812,17,P,1-3jt,1
5813,19,L,3-5jt,3
5814,46,P,3-5jt,3
5815,57,P,3-5jt,0
5816,52,L,1-3jt,5
5817,52,L,1-3jt,1
5818,33,L,1-3jt,1
5819,29,L,1-3jt,6
5820,42,P,5-10jt,3
5821,36,L,1-3jt,1
5822,35,L,3-5jt,2
5823,20,L,1-3jt,2
5824,26,P,3-5jt,2
5825,44,L,3-5jt,3
5826,43,P,5-10jt,3
5827,59,L,3-5jt,3
5828,25,P,3-5jt,5
5829,55,P,5-10jt,4
5830,44,L,5-10jt,5
5831,44,P,1-3jt,0
5832,25,L,1-3jt,0
5833,36,P,5-10jt,6
5834,40,P,5-10jt,6
5835,44,L,5-10jt,2
5836,48,L,1-3jt,4
5837,25,L,1-3jt,1
5838,34,P,5-10jt,5
5839,48,P,1-3jt,2
5840,32,P,5-10jt,3
5841,28,P,3-5jt,1
5842,54,P,1-3jt,2
5843,56,L,1-3jt,6
5844,47,P,5-10jt,0
5845,19,P,3-5jt,5
5846,45,L,3-5jt,3
5847,47,P,1-3jt,0
5848,41,L,3-5jt,0
5849,27,L,1-3jt,6
5850,43,L,3-5jt,2
5851,51,L,5-10jt,5
5852,43,P,3-5jt,5
5853,31,P,1-3jt,2
5854,34,L,5-10jt,6
5855,22,L,3-5jt,4
5856,28,L,1-3jt,0
5857,29,L,3-5jt,5
5858,24,L,5-10jt,0
5859,18,L,3-5jt,3
5860,37,P,1-3jt,4
5861,51,L,1-3jt,1
5862,33,P,1-3jt,3
5863,27,L,1-3jt,4
5864,59,L,5-10jt,6
5865,23,L,5-10jt,6
5866,59,P,1-3jt,3
5867,23,L,1-3jt,6
5868,40,P,5-10jt,5
5869,51,P,5-10jt,4
5870,17,L,1-3jt,2
5871,34,P,3-5jt,1
5872,56,P,3-5jt,5
5873,33,L,5-10jt,3
5874,54,P,5-10jt,5
5875,60,L,1-3jt,5
5876,24,P,1-3jt,6
5877,51,L,5-10jt,1
5878,44,L,3-5jt,5
5879,30,P,3-5jt,1
5880,45,P,1-3jt,6
5881,57,P,5-10jt,2
5882,52,L,5-10jt,6
5883,49,L,3-5jt,2
5884,19,P,5-10jt,2
5885,29,P,5-10jt,1
5886,22,L,3-5jt,0
5887,31,L,3-5jt,1
5888,37,L,3-5jt,2
5889,41,L,5-10jt,1
5890,35,L,1-3jt,2
5891,22,L,5-10jt,2
5892,43,P,3-5jt,2
5893,60,P,5-10jt,6
5894,55,P,5-10jt,4
5895,35,L,3-5jt,0
5896,18,L,1-3jt,4
5897,54,P,3-5jt,0
5898,45,L,1-3jt,6
5899,49,P,1-3jt,4
5900,44,L,5-10jt,4
5901,48,P,1-3jt,3
5902,56,L,3-5jt,1
5903,17,L,1-3jt,1
5904,31,L,1-3jt,6
5905,54,L,3-5jt,6
5906,39,P,5-10jt,5
5907,25,P,3-5jt,0
5908,51,P,1-3jt,4
5909,23,L,1-3jt,2
5910,28,L,3-5jt,6
5911,33,L,3-5jt,0
5912,35,P,1-3jt,2
5913,32,P,1-3jt,1
5914,45,L,1-3jt,3
5915,37,P,5-10jt,4
5916,55,P,1-3jt,3
5917,60,L,3-5jt,3
5918,57,L,3-5jt,3
5919,51,L,1-3jt,4
5920,57,L,3-5jt,6
5921,21,L,3-5jt,4
5922,24,P,5-10jt,0
5923,51,L,5-10jt,0
5924,49,L,3-5jt,6
5925,53,L,5-10jt,6
5926,57,P,5-10jt,6
5927,44,P,3-5jt,1
5928,31,L,1-3jt,6
5929,43,L,3-5jt,0
5930,55,P,1-3jt,5
5931,55,P,5-10jt,0
5932,55,P,3-5jt,4
5933,47,P,5-10jt,3
5934,40,P,5-10jt,0
5935,33,P,3-5jt,4
5936,53,L,3-5jt,0
5937,48,L,1-3jt,4
5938,48,L,3-5jt,2
5939,26,P,3-5jt,6
5940,29,P,5-10jt,0
5941,34,L,1-3jt,5
5942,41,P,3-5jt,2
5943,27,P,1-3jt,5
5944,28,L,1-3jt,4
5945,18,P,3-5jt,5
5946,31,P,1-3jt,5
5947,51,P,3-5jt,2
5948,54,P,5-10jt,0
5949,49,L,1-3jt,6
5950,55,P,1-3jt,3
5951,42,P,1-3jt,6
5952,24,P,1-3jt,0
5953,55,P,5-10jt,6
5954,31,P,5-10jt,5
5955,42,P,3-5jt,1
5956,37,L,1-3jt,3
5957,36,L,1-3jt,4
5958,28,L,1-3jt,2
5959,44,L,1-3jt,3
5960,46,L,3-5jt,2
5961,43,L,5-10jt,1
5962,48,L,1-3jt,5
5963,48,P,5-10jt,4
5964,38,P,5-10jt,2
5965,60,P,1-3jt,5
5966,33,L,5-10jt,6
5967,25,P,1-3jt,4
5968,23,L,1-3jt,0
5969,28,P,3-5jt,3
5970,59,P,3-5jt,1
5971,49,P,3-5jt,0
5972,41,P,1-3jt,5
